tournament,bracket,team1name,team2name,team1wins,team2wins,time
CC2,GroupA,Cactus Trash,My Voice... on Anime,0,2,2019-01-26T15:13:37-0500
CC2,GroupA,Executive Producer Dick Wolfpac,Cobra Khive,2,0,2019-01-26T15:13:37-0500
CC2,GroupA,My Voice... on Anime,Executive Producer Dick Wolfpac,1,1,2019-01-26T15:13:37-0500
CC2,GroupA,Sedona MySpace,Cactus Trash,2,0,2019-01-26T15:13:37-0500
CC2,GroupA,Executive Producer Dick Wolfpac,Sedona MySpace,0,2,2019-01-26T15:13:37-0500
CC2,GroupA,Cobra Khive,My Voice... on Anime,1,1,2019-01-26T15:13:37-0500
CC2,GroupA,Sedona MySpace,Cobra Khive,2,0,2019-01-26T15:13:37-0500
CC2,GroupA,Cactus Trash,Executive Producer Dick Wolfpac,0,2,2019-01-26T15:13:37-0500
CC2,GroupA,Cobra Khive,Cactus Trash,0,2,2019-01-26T15:13:37-0500
CC2,GroupA,My Voice... on Anime,Sedona MySpace,0,2,2019-01-26T15:13:37-0500
CC2,GroupB,MDMA W,Classic Romcom,2,0,2019-01-26T16:17:32-0500
CC2,GroupB,Risky Beezness,Where Have All The Techbros Gone?,0,2,2019-01-26T16:17:32-0500
CC2,GroupB,Classic Romcom,Risky Beezness,2,0,2019-01-26T16:17:32-0500
CC2,GroupB,RAGE FACE,MDMA W,0,2,2019-01-26T16:17:32-0500
CC2,GroupB,Risky Beezness,RAGE FACE,0,2,2019-01-26T16:17:32-0500
CC2,GroupB,Where Have All The Techbros Gone?,Classic Romcom,1,1,2019-01-26T16:17:32-0500
CC2,GroupB,RAGE FACE,Where Have All The Techbros Gone?,0,2,2019-01-26T16:17:32-0500
CC2,GroupB,MDMA W,Risky Beezness,2,0,2019-01-26T16:17:32-0500
CC2,GroupB,Where Have All The Techbros Gone?,MDMA W,1,1,2019-01-26T16:17:32-0500
CC2,GroupB,Classic Romcom,RAGE FACE,2,0,2019-01-26T16:17:32-0500
CC2,GroupC,SMUT COFFEE,Fifth Wheel,0,2,2019-01-26T17:30:45-0500
CC2,GroupC,Go Flex Yourself,I DIED AND I'M SORRY,0,2,2019-01-26T17:30:46-0500
CC2,GroupC,(She Got No) Honey in the Bank,SHASH for the CLASH,0,2,2019-01-26T17:30:46-0500
CC2,GroupC,I DIED AND I'M SORRY,(She Got No) Honey in the Bank,2,0,2019-01-26T17:30:46-0500
CC2,GroupC,SHASH for the CLASH,SMUT COFFEE,2,0,2019-01-26T17:30:46-0500
CC2,GroupC,Fifth Wheel,Go Flex Yourself,1,1,2019-01-26T17:30:46-0500
CC2,GroupC,SHASH for the CLASH,I DIED AND I'M SORRY,2,0,2019-01-26T17:30:46-0500
CC2,GroupC,(She Got No) Honey in the Bank,Fifth Wheel,0,2,2019-01-26T17:30:46-0500
CC2,GroupC,SMUT COFFEE,Go Flex Yourself,0,2,2019-01-26T17:30:46-0500
CC2,GroupC,Go Flex Yourself,(She Got No) Honey in the Bank,1,1,2019-01-26T17:30:46-0500
CC2,GroupC,Fifth Wheel,SHASH for the CLASH,1,1,2019-01-26T17:30:46-0500
CC2,GroupC,I DIED AND I'M SORRY,SMUT COFFEE,2,0,2019-01-26T17:30:46-0500
CC2,GroupC,SHASH for the CLASH,Go Flex Yourself,2,0,2019-01-26T17:30:46-0500
CC2,GroupC,SMUT COFFEE,(She Got No) Honey in the Bank,0,2,2019-01-26T17:30:46-0500
CC2,GroupC,I DIED AND I'M SORRY,Fifth Wheel,0,2,2019-01-26T17:30:46-0500
CC2,KO,Sedona MySpace,Risky Beezness,3,0,2019-01-26T19:43:10-0500
CC2,KO,My Voice... on Anime,I DIED AND I'M SORRY,3,1,2019-01-26T19:43:10-0500
CC2,KO,Fifth Wheel,Cactus Trash,3,0,2019-01-26T19:43:10-0500
CC2,KO,Where Have All The Techbros Gone?,(She Got No) Honey in the Bank,3,2,2019-01-26T19:43:10-0500
CC2,KO,MDMA W,SMUT COFFEE,3,0,2019-01-26T19:43:10-0500
CC2,KO,Classic Romcom,Go Flex Yourself,3,0,2019-01-26T19:43:10-0500
CC2,KO,SHASH for the CLASH,Cobra Khive,3,0,2019-01-26T19:43:10-0500
CC2,KO,Executive Producer Dick Wolfpac,RAGE FACE,3,1,2019-01-26T19:43:10-0500
CC2,KO,Sedona MySpace,My Voice... on Anime,3,2,2019-01-26T20:10:51-0500
CC2,KO,Fifth Wheel,Where Have All The Techbros Gone?,3,2,2019-01-26T20:36:49-0500
